Year,State,Revenue,Sales,Number of Customers,Price,Sector
2014,IN,2091,20506,1,10.2,Transportation
2014,KS,0,0,0,0,Transportation
2014,KY,0,0,0,0,Transportation
2014,LA,1068,11513,1,9.27,Transportation
2014,MA,31636,360983,3,8.76,Transportation
2014,MD,46246,543940,5,8.5,Transportation
2014,ME,0,0,0,0,Transportation
2014,MI,400,4245,2,9.43,Transportation
2014,MN,2321,23713,1,9.79,Transportation
2014,MO,1700,21755,1,7.81,Transportation
2014,MS,0,0,0,0,Transportation
2014,MT,0,0,0,0,Transportation
2014,NC,680,8670,1,7.84,Transportation
2014,ND,0,0,0,0,Transportation
2014,NE,0,0,0,0,Transportation
2014,NH,0,0,0,0,Transportation
2014,NJ,31575,302790,6,10.43,Transportation
2014,NM,0,0,0,0,Transportation
2014,NV,768,8299,1,9.25,Transportation
2014,NY,394180,2853210,6,13.82,Transportation
2014,OH,3646,41534,2,8.78,Transportation
2014,OK,0,0,0,0,Transportation
2014,OR,2160,23447,4,9.21,Transportation
2014,PA,63255,826752,5,7.65,Transportation
2014,RI,4158,27928,1,14.89,Transportation
2014,SC,0,0,0,0,Transportation
2014,SD,0,0,0,0,Transportation
2014,TN,100,1162,1,8.57,Transportation
2014,TX,8909,172486,3,5.17,Transportation
2014,UT,6274,60682,1,10.34,Transportation
2014,VA,16642,202017,1,8.24,Transportation
2014,VT,0,0,0,0,Transportation
2014,WA,401,4734,6,8.48,Transportation
2014,WI,0,0,0,0,Transportation
2014,WV,0,0,0,0,Transportation
2014,WY,0,0,0,0,Transportation
2014,US,810494,7757555,79,10.45,Transportation
2013,AK,0,0,0,0,Transportation
2013,AL,0,0,0,0,Transportation
2013,AR,48,417,2,11.58,Transportation
2013,AZ,0,0,0,0,Transportation
2013,CA,71337,835673,13,8.54,Transportation
2013,CO,6507,61664,1,10.55,Transportation
2013,CT,19563,189822,2,10.31,Transportation
2013,DC,30970,325373,1,9.52,Transportation
2013,DE,0,0,0,0,Transportation
2013,FL,7948,91467,2,8.69,Transportation
2013,GA,12569,156482,1,8.03,Transportation
2013,HI,0,0,0,0,Transportation
2013,IA,0,0,0,0,Transportation
2013,ID,0,0,0,0,Transportation
2013,IL,30584,573178,4,5.34,Transportation
2013,IN,2096,21222,1,9.87,Transportation
2013,KS,0,0,0,0,Transportation
2013,KY,0,0,0,0,Transportation
2013,LA,1072,11343,1,9.45,Transportation
2013,MA,47149,361004,2,13.06,Transportation
2013,MD,45807,540970,5,8.47,Transportation
2013,ME,0,0,0,0,Transportation
2013,MI,533,6083,1,8.77,Transportation
2013,MN,1870,19102,1,9.79,Transportation
2013,MO,1735,22205,1,7.81,Transportation
2013,MS,0,0,0,0,Transportation
2013,MT,0,0,0,0,Transportation
2013,NC,588,7405,1,7.94,Transportation
2013,ND,0,0,0,0,Transportation
2013,NE,0,0,0,0,Transportation
2013,NH,0,0,0,0,Transportation
2013,NJ,31898,300940,5,10.6,Transportation
2013,NM,0,0,0,0,Transportation
2013,NV,701,8276,1,8.47,Transportation
2013,NY,391038,2864489,6,13.65,Transportation
2013,OH,2917,44054,2,6.62,Transportation
2013,OK,0,0,0,0,Transportation
2013,OR,1996,22473,4,8.88,Transportation
2013,PA,63526,813788,4,7.81,Transportation
2013,RI,3443,26424,1,13.03,Transportation
2013,SC,0,0,0,0,Transportation
2013,SD,0,0,0,0,Transportation
2013,TN,208,1782,1,11.68,Transportation
2013,TX,6190,60767,3,10.19,Transportation
2013,UT,5779,54111,1,10.68,Transportation
2013,VA,15897,194604,1,8.17,Transportation
2013,VT,0,0,0,0,Transportation
2013,WA,478,5941,6,8.04,Transportation
2013,WI,0,0,0,0,Transportation
2013,WV,346,3982,1,8.68,Transportation
2013,WY,0,0,0,0,Transportation
2013,US,804792,7625041,75,10.55,Transportation
2012,AK,0,0,0,0,Transportation
2012,AL,0,0,0,0,Transportation
2012,AR,52,463,2,11.23,Transportation
2012,AZ,0,0,0,0,Transportation
2012,CA,49095,684793,12,7.17,Transportation
2012,CO,5083,52471,1,9.69,Transportation
2012,CT,18680,192711,2,9.69,Transportation
2012,DC,29239,324605,1,9.01,Transportation
2012,DE,0,0,0,0,Transportation
2012,FL,7093,83895,2,8.45,Transportation
2012,GA,12015,156955,1,7.65,Transportation
2012,HI,0,0,0,0,Transportation
2012,IA,0,0,0,0,Transportation
2012,ID,0,0,0,0,Transportation
2012,IL,33992,552777,3,6.15,Transportation
2012,IN,1940,20290,1,9.56,Transportation
2012,KS,0,0,0,0,Transportation
2012,KY,0,0,0,0,Transportation
2012,LA,924,10586,1,8.72,Transportation
2012,MA,17162,349839,2,4.91,Transportation
2012,MD,43786,528041,5,8.29,Transportation
2012,ME,0,0,0,0,Transportation
2012,MI,556,6880,1,8.08,Transportation
2012,MN,1500,17309,1,8.67,Transportation
2012,MO,1504,21589,1,6.97,Transportation
2012,MS,0,0,0,0,Transportation
2012,MT,0,0,0,0,Transportation
2012,NC,562,7124,1,7.88,Transportation
2012,ND,0,0,0,0,Transportation
2012,NE,0,0,0,0,Transportation
2012,NH,0,0,0,0,Transportation
2012,NJ,28067,287147,6,9.77,Transportation
2012,NM,0,0,0,0,Transportation
2012,NV,683,8128,1,8.4,Transportation
2012,NY,390271,2747870,6,14.2,Transportation
2012,OH,2368,33929,2,6.98,Transportation
2012,OK,0,0,0,0,Transportation
2012,OR,2044,24804,4,8.24,Transportation
2012,PA,70607,875043,14,8.07,Transportation
2012,RI,1956,23623,1,8.28,Transportation
2012,SC,0,0,0,0,Transportation
2012,SD,0,0,0,0,Transportation
2012,TN,197,1744,1,11.28,Transportation
2012,TX,7395,70181,2,10.54,Transportation
2012,UT,3738,38174,1,9.79,Transportation
2012,VA,15993,187913,1,8.51,Transportation
2012,VT,0,0,0,0,Transportation
2012,WA,562,6972,6,8.06,Transportation
2012,WI,0,0,0,0,Transportation
2012,WV,361,4172,1,8.66,Transportation
2012,WY,0,0,0,0,Transportation
2012,US,747421,7320028,83,10.21,Transportation
2011,AK,0,0,0,0,Transportation
2011,AL,0,0,0,0,Transportation
2011,AR,48,428,2,11.1,Transportation
2011,AZ,0,0,0,0,Transportation
2011,CA,67248,826591,13,8.14,Transportation
2011,CO,4939,50441,1,9.79,Transportation
2011,CT,18955,184970,4,10.25,Transportation
2011,DC,32464,318585,1,10.19,Transportation
2011,DE,0,0,0,0,Transportation
2011,FL,7545,85624,3,8.81,Transportation
2011,GA,13541,170501,1,7.94,Transportation
2011,HI,0,0,0,0,Transportation
2011,IA,0,0,0,0,Transportation
2011,ID,0,0,0,0,Transportation
2011,IL,35185,516416,3,6.81,Transportation
2011,IN,2017,20708,1,9.74,Transportation
2011,KS,0,0,0,0,Transportation
2011,KY,0,0,0,0,Transportation
2011,LA,904,10846,1,8.33,Transportation
2011,MA,21944,357291,2,6.14,Transportation
2011,MD,49382,547045,5,9.03,Transportation
2011,ME,0,0,0,0,Transportation
2011,MI,451,5283,1,8.53,Transportation
2011,MN,1575,19148,1,8.23,Transportation
2011,MO,1510,21869,1,6.9,Transportation
2011,MS,0,0,0,0,Transportation
2011,MT,0,0,0,0,Transportation
2011,NC,508,7212,1,7.04,Transportation
2011,ND,0,0,0,0,Transportation
2011,NE,0,0,0,0,Transportation
2011,NH,0,0,0,0,Transportation
2011,NJ,33143,309893,6,10.69,Transportation
2011,NM,0,0,0,0,Transportation
2011,NV,693,8077,1,8.58,Transportation
2011,NY,400875,2981057,9,13.45,Transportation
2011,OH,2258,33999,3,6.64,Transportation
2011,OK,0,0,0,0,Transportation
2011,OR,1964,24891,4,7.89,Transportation
2011,PA,75031,840325,15,8.93,Transportation
2011,RI,3806,26974,1,14.11,Transportation
2011,SC,0,0,0,0,Transportation
2011,SD,0,0,0,0,Transportation
2011,TN,203,1681,1,12.07,Transportation
2011,TX,6889,68329,2,10.08,Transportation
2011,UT,3225,34887,1,9.24,Transportation
2011,VA,15473,187691,1,8.24,Transportation
2011,VT,0,0,0,0,Transportation
2011,WA,605,7083,6,8.54,Transportation
2011,WI,0,0,0,0,Transportation
2011,WV,365,4239,1,8.6,Transportation
2011,WY,0,0,0,0,Transportation
2011,US,802743,7672084,92,10.46,Transportation
2010,AK,0,0,0,0,Transportation
2010,AL,0,0,0,0,Transportation
2010,AR,48,420,2,11.33,Transportation
2010,AZ,0,0,0,0,Transportation
2010,CA,67926,821224,13,8.27,Transportation
2010,CO,4329,46335,1,9.34,Transportation
2010,CT,21423,185841,2,11.53,Transportation
2010,DC,34461,314600,1,10.95,Transportation
2010,DE,0,0,0,0,Transportation
2010,FL,7344,85603,25,8.58,Transportation
2010,GA,12891,172696,1,7.46,Transportation
2010,HI,0,0,0,0,Transportation
2010,IA,0,0,0,0,Transportation
2010,ID,0,0,0,0,Transportation
2010,IL,37630,560151,4,6.72,Transportation
2010,IN,1816,19717,1,9.21,Transportation
2010,KS,0,0,0,0,Transportation
2010,KY,0,0,0,0,Transportation
2010,LA,1020,10784,23,9.46,Transportation
2010,MA,22719,355062,2,6.4,Transportation
2010,MD,54099,546992,5,9.89,Transportation
2010,ME,0,0,0,0,Transportation
2010,MI,513,4820,1,10.65,Transportation
2010,MN,1693,21795,1,7.77,Transportation
2010,MO,1351,22016,1,6.14,Transportation
2010,MS,0,0,0,0,Transportation
2010,MT,0,0,0,0,Transportation
2010,NC,500,7050,8,7.09,Transportation
2010,ND,0,0,0,0,Transportation
2010,NE,0,0,0,0,Transportation
2010,NH,0,0,0,0,Transportation
2010,NJ,37651,320973,6,11.73,Transportation
2010,NM,0,0,0,0,Transportation
2010,NV,798,8491,18,9.4,Transportation
2010,NY,401507,2921787,24,13.74,Transportation
2010,OH,3108,36046,3,8.62,Transportation
2010,OK,0,0,0,0,Transportation
2010,OR,1765,25271,58,6.99,Transportation
2010,PA,70129,887138,16,7.91,Transportation
2010,RI,3748,27297,1,13.73,Transportation
2010,SC,0,0,0,0,Transportation
2010,SD,0,0,0,0,Transportation
2010,TN,205,1848,1,11.09,Transportation
2010,TX,7311,74444,3,9.82,Transportation
2010,UT,2928,33713,10,8.69,Transportation
2010,VA,14552,188969,1,7.7,Transportation
2010,VT,0,0,0,0,Transportation
2010,WA,516,6949,6,7.42,Transportation
2010,WI,0,0,0,0,Transportation
2010,WV,365,4380,1,8.33,Transportation
2010,WY,0,0,0,0,Transportation
2010,US,814346,7712412,239,10.56,Transportation
